SupplierID,Supplier,CCFound,CCRegNo,CCFoundName,CHFound,CHRegNo,CHFoundName,GivenCompanyCategory,Status,CH_VCSE_Strict,CH_VCSE_Loose,CIC_Name contains CIC,CQCCareHome,CQCCareHomeNumber,Website_VCSE_Info_Available,Website_VCSE_Info,Supplier_Type_CC+VCSEStrict+CIC,Supplier_Type_CC+VCSELoose+CIC,Supplier_Type_VCSEManual,Supplier_Type_VCSEManual_ExclNHSLA,GPServices,Hospice,NHS,LA,GOV,PoliceFire,PHB_CHC,CareHome,Solicitor,Executor,PharmOp,University,School,LMC_LPC,Redacted,Uninformative,SupplierSector,SUPPLIER_STANDARD_NAME
2762,CYGNET BEHAVIOURAL HEALTH LTD,0,,,1,3977299,CYGNET BEHAVIOURAL HEALTH LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET BEHAVIOURAL HEALTH LIMITED
2763,CYGNET CARE SERVICES LTD,0,,,1,2683377,CYGNET CARE SERVICES LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET CARE SERVICES LIMITED
2764,CYGNET CLIFTON LTD,0,,,1,6486927,CYGNET CLIFTON LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET CLIFTON LIMITED
2765,CYGNET HEALTH CARE LTD,0,,,1,2141256,CYGNET HEALTH CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET HEALTH CARE LIMITED
2766,CYGNET HEALTHCARE LTD,0,,,1,2141256,CYGNET HEALTH CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET HEALTH CARE LIMITED
2767,CYGNET LEARNING DISABILITIES LTD,0,,,1,2111989,CYGNET LEARNING DISABILITIES LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET LEARNING DISABILITIES LIMITED
2768,CYGNET LEARNING DISABILITIES MIDLANDS LTD,0,,,1,2626319,CYGNET LEARNING DISABILITIES MIDLANDS LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET LEARNING DISABILITIES MIDLANDS LIMITED
2769,CYGNET SURREY LTD,0,,,1,4590303,CYGNET SURREY LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET SURREY LIMITED
2770,CYNERGY UK LTD,0,,,1,5290700,CYNERGY UK LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYNERGY UK LIMITED
2771,CYRUS C S & PARTNERS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,CYRUS C S & PARTNERS
2772,CZAJKA PROPERTIES LTD,0,,,1,1328355,CZAJKA PROPERTIES LIMITED,Private Limited Company,CHnotCC,0,0,0,1,1-117541908,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,CZAJKA PROPERTIES LIMITED
2773,D ASHBY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,D ASHBY
2774,D H GORDON,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,D H GORDON
2775,D J GRIMSON,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,D J GRIMSON
2776,D LEWIS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,D LEWIS
2777,DAC BEACHCROFT LLP,0,,,1,OC317852,DAC BEACHCROFT LLP,Limited Liability Partnership,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAC BEACHCROFT LLP
2778,DACORUM BOROUGH COUNCIL,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LA,DACORUM BOROUGH COUNCIL
2779,DACORUM HEALTHCARE PROVIDERS LTD,0,,,1,9034171,DACORUM HEALTHCARE PROVIDERS LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DACORUM HEALTHCARE PROVIDERS LIMITED
2780,DAISY CHAIN PROJECT TEESSIDE,1,1109792,DAISY CHAIN PROJECT TEESSIDE,1,4763989,DAISY CHAIN PROJECT TEESSIDE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",CC&CH,0,1,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAISY CHAIN PROJECT TEESSIDE
2781,DAISY COMMUNICATIONS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAISY COMMUNICATIONS
2782,DAISY COMMUNICATIONS LTD,0,,,1,4145329,DAISY COMMUNICATIONS LTD.,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAISY COMMUNICATIONS LTD.
2783,DAISY IT CONTINUITY AND RESILIENCE SERVICES LTD,0,,,1,2762460,DAISY IT CONTINUITY AND RESILIENCE SERVICES LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAISY IT CONTINUITY AND RESILIENCE SERVICES LIMITED
2784,DALE MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DALE MEDICAL PRACTICE
2785,DALE TOPCO LTD,0,,,1,10686030,DALE TOPCO LIMITED,Private Limited Company,CHnotCC,0,0,0,1,1-3937248818,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,DALE TOPCO LIMITED
2786,DALEFIELD SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DALEFIELD SURGERY
2787,DALEHAM GARDENS HEALTH CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DALEHAM GARDENS HEALTH CENTRE
2788,DALLAM LANE MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DALLAM LANE MEDICAL CENTRE
2789,DALLINGTONS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DALLINGTONS
2790,DALSTON MEDICAL GROUP,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DALSTON MEDICAL GROUP
2791,DALTON TERRACE SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DALTON TERRACE SURGERY
2792,DAME HANNAH ROGERS TRUST,1,306948,DAME HANNAH ROGERS TRUST,1,5512987,DAME HANNAH ROGERS TRUST,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",CC&CH,0,1,0,1,1-124664295,0,,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,DAME HANNAH ROGERS TRUST
2793,DAMIBU LTD,0,,,1,7220201,DAMIBU LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAMIBU LTD
2794,DAN SLEE C2 LTD,0,,,1,8797618,DAN SLEE C2 LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAN SLEE C2 LTD
2795,DAN WOOD COMMUNICATIONS LTD,0,,,1,7396216,DAN WOOD COMMUNICATIONS LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAN WOOD COMMUNICATIONS LIMITED
2796,DANAZ HEALTH & CARE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,DANAZ HEALTH & CARE
2797,DANBY SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANBY SURGERY
2798,DANBY VILLAGE HALL,1,523340,DANBY VILLAGE HALL,0,,,,CCnotCH,0,0,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DANBY VILLAGE HALL
2799,DANEBRIDGE MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANEBRIDGE MEDICAL PRACTICE
2800,DANEBURY AVENUE SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANEBURY AVENUE SURGERY
2801,DANES CAMP SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANES CAMP SURGERY
2802,DANESHOUSE MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANESHOUSE MEDICAL CENTRE
2803,DANESWOOD,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,DANESWOOD
2804,DANETRE MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANETRE MEDICAL PRACTICE
2805,DANIEL MAY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANIEL MAY
2806,DANN C F & PARTNERS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANN C F & PARTNERS
2807,DANSHELL HEALTHCARE LTD,0,,,1,8529052,CYGNET (DH) LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,CYGNET (DH) LIMITED
2808,DANSON FAMILY PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DANSON FAMILY PRACTICE
2809,DAPDUNE HOUSE SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAPDUNE HOUSE SURGERY
2810,DAPPLEMERE NURSING HOME,0,,,1,9568110,DAPPLEMERE NURSING HOME LTD,Private Limited Company,CHnotCC,0,0,0,1,1-12314594450,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,DAPPLEMERE NURSING HOME LTD
2811,DARLEY DALE MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DARLEY DALE MEDICAL CENTRE
2812,DARLINGTON BOROUGH COUNCIL,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LA,DARLINGTON BOROUGH COUNCIL
2813,DARLINGTON CITIZENS ADVICE BUREAU,1,1112414,DARLINGTON CITIZENS ADVICE BUREAU,1,5562437,DARLINGTON CITIZENS ADVICE BUREAU,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",CC&CH,0,1,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DARLINGTON CITIZENS ADVICE BUREAU
2814,DARNALL WELL BEING,0,,,1,4027680,DARNALL WELL-BEING CENTRE LIMITED,Private company limited by guarantee without share capital,CHnotCC,0,1,0,0,,1,Not for Profit,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DARNALL WELL-BEING CENTRE LIMITED
2815,DARREN E FRANCIS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DARREN E FRANCIS
2816,DARREN HACKLETON,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DARREN HACKLETON
2817,DARTFORD AND GRAVESHAM NHS TRUST,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NHS,DARTFORD AND GRAVESHAM NHS TRUST
2818,DARWEN HEALTH CARE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DARWEN HEALTH CARE
2819,DARWEN HEALTHLINK PARTNERSHIP,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DARWEN HEALTHLINK PARTNERSHIP
2820,DARWIN MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DARWIN MEDICAL PRACTICE
2821,DASALA,0,,,1,7389603,DASALA LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DASALA LIMITED
2822,DATA SOLUTIONS 2016 LTD T/A RESTORE DATASHRED,0,,,1,9969408,RESTORE DATASHRED LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,RESTORE DATASHRED LIMITED
2823,DATANOW LTD,0,,,1,4096732,DATANOW LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DATANOW LIMITED
2824,DATCHET HEALTH CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DATCHET HEALTH CENTRE
2825,DATIX LTD,0,,,1,2046379,DATIX LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DATIX LIMITED
2826,DAUGHTERS OF DIVINE LOVE TRAINING AND CARE,1,1146021,DAUGHTERS OF DIVINE LOVE TRAINING AND ASSESSMENT CENTRE (UK),0,,,,CCnotCH,0,0,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAUGHTERS OF DIVINE LOVE TRAINING AND ASSESSMENT CENTRE (UK)
2827,DAVE KELSALL LTD,0,,,1,9198768,DAVE KELSALL LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAVE KELSALL LTD
2828,DAVENPORT HOUSE SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAVENPORT HOUSE SURGERY
2829,DAVID A SCOTT EXECUTOR FOR THE LATE ANN KATHLEEN SCOTT,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Executor,DAVID A SCOTT EXECUTOR FOR THE LATE ANN KATHLEEN SCOTT
2830,DAVID CUTLER 05N,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAVID CUTLER 05N
2831,DAVID DRAY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAVID DRAY
2832,DAVID J RIDD,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAVID J RIDD
2833,DAVID LEWIS CENTRE,1,1000392,THE DAVID LEWIS CENTRE,1,2537501,THE DAVID LEWIS CENTRE,Private Limited Company by guarantee without share capital use of 'Limited' exemption,CC&CH,0,1,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,THE DAVID LEWIS CENTRE
2834,DAVID ONUOHA,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAVID ONUOHA
2835,DAVID RICHARDS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAVID RICHARDS
2836,DAVIES A M & PARTNERS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAVIES A M & PARTNERS
2837,DAVIES B S & PARTNERS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAVIES B S & PARTNERS
2838,DAWES FAMILY PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAWES FAMILY PRACTICE
2839,DAWLEY MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAWLEY MEDICAL PRACTICE
2840,DAWN HUNT,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAWN HUNT
2841,DAY & NITE SERVICES LTD,0,,,1,7660070,DAY AND NITE SERVICES LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DAY AND NITE SERVICES LTD
2842,DAY LEWIS PHARMACY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PharmOp,DAY LEWIS PHARMACY
2843,DAYBROOK MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DAYBROOK MEDICAL PRACTICE
2844,DC PSYCHIATRIC SERVICES LTD,0,,,1,10701605,DC PSYCHIATRIC SERVICES LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DC PSYCHIATRIC SERVICES LTD
2845,DCF BAKER,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DCF BAKER
2846,DE & GHOSH,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DE & GHOSH
2847,DE LUSIGNAN S & PARTNERS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DE LUSIGNAN S & PARTNERS
2848,DE MONTFORT UNIVERSITY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,University,DE MONTFORT UNIVERSITY
2849,DE PARYS GROUP,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DE PARYS GROUP
2850,DE PARYS MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DE PARYS MEDICAL CENTRE
2851,DE SOUZA R F & PARTNERS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DE SOUZA R F & PARTNERS
2852,DE VERE CARE,0,,,1,6573333,DE VERE CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DE VERE CARE LIMITED
2853,DE VERE CARE LTD,0,,,1,6573333,DE VERE CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DE VERE CARE LIMITED
2854,DE VERE TORTWORTH COURT,0,,,1,3745617,DE VERE TORTWORTH COURT LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DE VERE TORTWORTH COURT LIMITED
2855,DEAF HEALTH CHARITY SIGNHEALTH,1,1011056,SIGNHEALTH,1,2610559,SIGNHEALTH,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",CC&CH,0,1,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,SIGNHEALTH
2856,DEAF4DEAF LTD,0,,,1,10070652,DEAF4DEAF LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DEAF4DEAF LIMITED
2857,DEAFLINK NORTH EAST,1,1147237,DEAFLINK NORTH EAST,1,7982375,DEAFLINK NORTH EAST,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",CC&CH,0,1,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DEAFLINK NORTH EAST
2858,DEAMION BRONI,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DEAMION BRONI
2859,DEAN HOUSE SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DEAN HOUSE SURGERY
2860,DEAN NEUROLOGICAL UNIT,0,,,1,4063391,ELYSIUM HEALTHCARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ELYSIUM HEALTHCARE LIMITED
2861,DEARNE VALLEY GROUP PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DEARNE VALLEY GROUP PRACTICE
2862,DEARNEVALE HEALTH CARE LTD,0,,,1,5029478,DEARNEVALE HEALTH CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,1,1-112535274,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,DEARNEVALE HEALTH CARE LIMITED
2863,DEBDALE SPECIALIST CARE LTD,0,,,1,5220952,DEBDALE SPECIALIST CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,1,1-109973308,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,DEBDALE SPECIALIST CARE LIMITED
2864,DEEPCAR MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DEEPCAR MEDICAL CENTRE
2865,DEEPDENE CARE,0,,,1,2202562,DEEPDENE CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DEEPDENE CARE LIMITED
2866,DEEPINGS PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DEEPINGS PRACTICE
2867,DEERBROOK SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DEERBROOK SURGERY
2868,DEERNESS PARK MEDICAL GROUP,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DEERNESS PARK MEDICAL GROUP
2869,DELAMERE CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DELAMERE CENTRE
2870,DELAPRE MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,DELAPRE MEDICAL CENTRE
2871,DELICHON LTD,0,,,1,3184535,DELICHON LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DELICHON LIMITED
2872,DELL CORPORATION LTD,0,,,1,2081369,DELL CORPORATION LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,DELL CORPORATION LIMITED
